"DIVISION_NO","DIVISION_NAME","DEPARTMENT_NO","DEPARTMENT_NAME","SECT_NO","SECT_NAME","PLANT_NO","PLANT_NAME","PLANT_TYPE","PROVINCE_NAME"
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC000,Test FC-Plant(Name-T),S,ตรัง
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC001,FCชุมแพ,S,ขอนแก่น
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC002,FC กันทรลักษ์,S,ศรีสะเกษ
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,FC006,ขนอม,S,นครศรีธรรมราช
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC007,ฮอด,S,เชียงใหม่
"90000143",RMC West,"00014548",West 2,"00014615",Prod.เพชรบุรี,FC009,ประจวบคีรีขันธ์,S,ประจวบคีรีขันธ์
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC013,ลำนารายณ์,S,ลพบุรี
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC014,FC แก้งคร้อ,S,ชัยภูมิ
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC015,บ้านหมี่,S,ลพบุรี
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC017,สอยดาว,S,จันทบุรี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC022,FC สว่างแดนดิน,S,สกลนคร
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC023,คลองขลุง,S,กำแพงเพชร
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC025,ศรีเทพ,S,เพชรบูรณ์
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,FC027,ระโนด,S,สงขลา
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,FC028,เกาะลันตาใหญ่,S,กระบี่
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC029,ไชยา,S,สุราษฎร์ธานี
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC031,FC สีคิ้ว,S,นครราชสีมา
"90000143",RMC West,"00014548",West 2,"00014615",Prod.เพชรบุรี,FC035,บางสะพาน,S,ประจวบคีรีขันธ์
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC036,เพชรบูรณ์,S,เพชรบูรณ์
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC040,เชี่ยวหลาน,S,สุราษฎร์ธานี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC041,FC ศรีสะเกษ,S,ศรีสะเกษ
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC043,เกาะช้าง,S,ตราด
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC045,ขาณุวรลักษบุรี,S,กำแพงเพชร
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC046,วังม่วง,S,สระบุรี
"90000144",RMC North,"00014804",North 2,"00014900",CPAC Franchise เชียงราย,FC048,แม่สาย,S,เชียงราย
"90000144",RMC North,"00014804",North 2,"00014900",CPAC Franchise เชียงราย,FC049,แม่จัน,S,เชียงราย
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC050,FC พิมาย 2,S,นครราชสีมา
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC051,หล่มสัก,S,เพชรบูรณ์
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC053,หนองไผ่,S,เพชรบูรณ์
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC056,พนมสารคาม,S,ฉะเชิงเทรา
"90000144",RMC North,"00014804",North 2,"00000011",CPAC Franchise ลำปาง,FC057,ปัว,S,น่าน
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,FC058,หัวไทร,S,นครศรีธรรมราช
"90000143",RMC West,"00014547",West 1,"00014669",Prod.อ่างทอง,FC062,ด่านช้าง,S,สุพรรณบุรี
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC063,FC ปากช่อง 2,S,นครราชสีมา
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC065,บ้านนา,S,นครนายก
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC067,ท่าตะโก,S,นครสวรรค์
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC068,บ้านอำเภอ,S,ชลบุรี
"90000143",RMC West,"00014548",West 2,"00014641",Prod.นครปฐม,FC069,จอมบึง,S,ราชบุรี
"90000143",RMC West,"00014548",West 2,"00014641",Prod.นครปฐม,FC070,ท่ามะกา,S,กาญจนบุรี
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC071,ปลวกแดง,S,ระยอง
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,FC072,สิงหนคร,S,สงขลา
"90000145",RMC Northeast,"00014248",Northeast 3,"00000006",FC.สุรินทร์,FC081,FC ปราสาท,S,สุรินทร์
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,FC082,สตูล,S,สตูล
"90000142",RMC East,"00020164",East 2,"90002877",แฟรนไชส์ภาคตะวันออก 2,FC088,บางน้ำเปรี้ยว,S,ฉะเชิงเทรา
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC089,FC ท่าบ่อ,S,หนองคาย
"90000145",RMC Northeast,"00014248",Northeast 3,"00000006",FC.สุรินทร์,FC090,FC สุรินทร์,S,สุรินทร์
"90000143",RMC West,"00014547",West 1,"00014669",Prod.อ่างทอง,FC092,อู่ทอง,S,สุพรรณบุรี
"90000144",RMC North,"00014806",North 3,"00014964",CPAC Franchise พิษณุโลก,FC094,บางระกำ,S,พิษณุโลก
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC095,มวกเหล็ก,S,สระบุรี
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,FC098,ทับปุด,S,พังงา
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC101,โพทะเล,S,พิจิตร
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC105,นิคมพัฒนา,S,ระยอง
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC111,ดาวเรือง,S,สระบุรี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000006",FC.สุรินทร์,FC113,FC ท่าตูม,S,สุรินทร์
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC114,FC สีดา,S,นครราชสีมา
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC115,เกาะพงัน,S,สุราษฎร์ธานี
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC117,บ้านอำเภอ2,S,ชลบุรี
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC118,บ้านไร่,S,อุทัยธานี
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC121,คลองลาน,S,กำแพงเพชร
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,FC127,ปัตตานี,S,ปัตตานี
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC129,ทุ่งใหญ่,S,นครศรีธรรมราช
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC130,วชิรบารมี,S,พิจิตร
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC136,FC อำนาจเจริญ,S,อำนาจเจริญ
"90000143",RMC West,"00014548",West 2,"00014615",Prod.เพชรบุรี,FC137,ห้วยมงคล,S,ประจวบคีรีขันธ์
"90000143",RMC West,"00014547",West 1,"00014670",Prod.อยุธยา,FC138,หันตรา,S,พระนครศรีอยุธยา
"90000140",RMC Metro,"00014301",Metro 2,"00014403",Prod.รังสิต,FC139,คลอง 11,S,ปทุมธานี
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC141,FCกาฬสินธุ์,S,กาฬสินธุ์
"90000143",RMC West,"00014547",West 1,"00014669",Prod.อ่างทอง,FC142,บางปลาม้า,S,สุพรรณบุรี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC143,FC ธาตุพนม,S,นครพนม
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC144,FC ชุมพวง,S,นครราชสีมา
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC146,ฝาง 2,S,เชียงใหม่
"90000145",RMC Northeast,"00014248",Northeast 3,"00000006",FC.สุรินทร์,FC147,FC ลำปลายมาศ,S,บุรีรัมย์
"90000144",RMC North,"00014806",North 3,"00014964",CPAC Franchise พิษณุโลก,FC148,พรานกระต่าย,S,กำแพงเพชร
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC153,ทับคล้อ,S,พิจิตร
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC154,ตะพานหิน,S,พิจิตร
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC156,FC มัญจาคีรี,S,ขอนแก่น
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC157,FC จักราช,S,นครราชสีมา
"90000143",RMC West,"00014548",West 2,"00014615",Prod.เพชรบุรี,FC158,แก่งกระจาน,S,เพชรบุรี
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC160,FC ปากช่อง 3,S,นครราชสีมา
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,FC162,สุไหงโกลก,S,นราธิวาส
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC165,วิเชียรบุรี,S,เพชรบูรณ์
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,FC166,บ่อทอง (จ.ปัตตานี),S,ปัตตานี
"90000144",RMC North,"00014806",North 3,"00014964",CPAC Franchise พิษณุโลก,FC167,พิชัย,S,อุตรดิตถ์
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC169,มาบประชัน,S,ชลบุรี
"90000144",RMC North,"00014804",North 2,"00000011",CPAC Franchise ลำปาง,FC172,งาว,S,ลำปาง
"90000144",RMC North,"00014804",North 2,"00014900",CPAC Franchise เชียงราย,FC174,เชียงของ,S,เชียงราย
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC175,พัฒนานิคม,S,ลพบุรี
"90000143",RMC West,"00014547",West 1,"00014669",Prod.อ่างทอง,FC176,บางตะเคียน,S,สุพรรณบุรี
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC178,บ้านไร่ 2,S,อุทัยธานี
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC179,FC บำเหน็จณรงค์,S,ชัยภูมิ
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC181,FC อำนาจเจริญ 2,S,อำนาจเจริญ
"90000144",RMC North,"00014806",North 3,"00014964",CPAC Franchise พิษณุโลก,FC187,นครไทย,S,พิษณุโลก
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC188,FC เลิงนกทา,S,ยโสธร
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC189,FC ตระการพืชผล,S,อุบลราชธานี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC192,FC วานรนิวาส,S,สกลนคร
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC193,FCสมเด็จ,S,กาฬสินธุ์
"90000144",RMC North,"00014804",North 2,"00014900",CPAC Franchise เชียงราย,FC194,พาน,S,เชียงราย
"90000144",RMC North,"00014804",North 2,"00014900",CPAC Franchise เชียงราย,FC195,เวียงป่าเป้า,S,เชียงราย
"90000143",RMC West,"00014547",West 1,"00014669",Prod.อ่างทอง,FC197,สรรคบุรี,S,ชัยนาท
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,FC199,นราธิวาส 2,S,นราธิวาส
"90000143",RMC West,"00014547",West 1,"00014669",Prod.อ่างทอง,FC201,ศรีประจันต์,S,สุพรรณบุรี
"90000144",RMC North,"00014804",North 2,"00014900",CPAC Franchise เชียงราย,FC204,เชียงแสน,S,เชียงราย
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC205,แม่สะเรียง,S,แม่ฮ่องสอน
"90000144",RMC North,"00014806",North 3,"00014964",CPAC Franchise พิษณุโลก,FC207,กงไกรลาศ,S,สุโขทัย
"90000144",RMC North,"00014806",North 3,"00014964",CPAC Franchise พิษณุโลก,FC208,พรหมพิราม,S,พิษณุโลก
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC209,บ้านหมอ,S,สระบุรี
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,FC210,ละงู,S,สตูล
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,FC212,หัวไทร 2,S,นครศรีธรรมราช
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,FC213,สิชล,S,นครศรีธรรมราช
"90000143",RMC West,"00014547",West 1,"00014669",Prod.อ่างทอง,FC214,สระกระโจม,S,สุพรรณบุรี
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC216,พร้าว,S,เชียงใหม่
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,FC218,บ่อล้อ,S,นครศรีธรรมราช
"90000144",RMC North,"00014804",North 2,"00000011",CPAC Franchise ลำปาง,FC219,เชียงคำ,S,พะเยา
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,FC221,พังงา,S,พังงา
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC222,FC เขมราฐ,S,อุบลราชธานี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC225,FC ศรีวิไล,S,บึงกาฬ
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC226,FCแวงใหญ่,S,ขอนแก่น
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,FC227,สะเดา,S,สงขลา
"90000142",RMC East,"00020164",East 2,"90002877",แฟรนไชส์ภาคตะวันออก 2,FC228,พนัสนิคม,S,ชลบุรี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC231,FC โนนคูณ,S,ศรีสะเกษ
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC232,FC บ้านผือ,S,อุดรธานี
"90000143",RMC West,"00014548",West 2,"00014615",Prod.เพชรบุรี,FC236,ทับสะแก,S,ประจวบคีรีขันธ์
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,FC238,ชะอวด,S,นครศรีธรรมราช
"90000144",RMC North,"00014806",North 3,"00014964",CPAC Franchise พิษณุโลก,FC240,ทรัพย์ไพรวัลย์,S,พิษณุโลก
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC242,FC ภูเรือ,S,เลย
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC243,FCสีชมพู,S,ขอนแก่น
"90000145",RMC Northeast,"00014248",Northeast 3,"00000006",FC.สุรินทร์,FC245,FC สุรินทร์ 2,S,สุรินทร์
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC246,ชนแดน,S,เพชรบูรณ์
"90000144",RMC North,"00014804",North 2,"00014900",CPAC Franchise เชียงราย,FC247,แม่สรวย,S,เชียงราย
"90000143",RMC West,"00014547",West 1,"00014669",Prod.อ่างทอง,FC248,สองพี่น้อง,S,สุพรรณบุรี
"90000143",RMC West,"00014547",West 1,"00014669",Prod.อ่างทอง,FC249,ด่านช้าง 2,S,สุพรรณบุรี
"90000144",RMC North,"00014806",North 3,"00014964",CPAC Franchise พิษณุโลก,FC250,ลานกระบือ,S,กำแพงเพชร
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC253,นาสาร,S,สุราษฎร์ธานี
"90000143",RMC West,"00014548",West 2,"00014641",Prod.นครปฐม,FC254,พนมทวน,S,กาญจนบุรี
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC255,หนองบัว,S,นครสวรรค์
"90000142",RMC East,"00020164",East 2,"90002877",แฟรนไชส์ภาคตะวันออก 2,FC256,บ้านบึง2,S,ชลบุรี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC258,FC บ้านแพง,S,นครพนม
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC259,วังชมภู,S,เพชรบูรณ์
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC260,FC ศรีธาตุ,S,อุดรธานี
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC261,ลาดยาว,S,นครสวรรค์
"90000144",RMC North,"00014804",North 2,"00014900",CPAC Franchise เชียงราย,FC265,เทิง,S,เชียงราย
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC266,FC บัวใหญ่,S,นครราชสีมา
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC267,FC พรเจริญ,S,บึงกาฬ
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC268,FC อุทุมพรพิสัย,S,ศรีสะเกษ
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC269,FC ไพรบึง,S,ศรีสะเกษ
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,FC270,ทุ่งมะพร้าว,S,พังงา
"90000142",RMC East,"00020164",East 2,"90002877",แฟรนไชส์ภาคตะวันออก 2,FC272,หนองใหญ่ 2,S,ชลบุรี
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC273,สัตหีบ 2,S,ชลบุรี
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC274,FC บ้านแท่น,S,ชัยภูมิ
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC276,ไชยปราการ,S,เชียงใหม่
"90000144",RMC North,"00014806",North 3,"00000012",CPAC Franchise เพชรบูรณ์,FC278,เขาค้อ,S,เพชรบูรณ์
"90000144",RMC North,"00014804",North 2,"00014900",CPAC Franchise เชียงราย,FC280,ป่าแดด,S,เชียงราย
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC282,ระนอง,S,ระนอง
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC283,FCหนองสองห้อง,S,ขอนแก่น
"90000142",RMC East,"00020163",East 1,"00014746",Prod.บ่อวิน,FC284,สัตหีบ 3,S,ชลบุรี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC285,FC ปทุมราชวงศา,S,อำนาจเจริญ
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC286,FC ภูกระดึง,S,เลย
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC287,มาบอำมฤต,S,ชุมพร
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC288,FC ยางตลาด,S,กาฬสินธุ์
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC289,คลองขลุง 2,S,กำแพงเพชร
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC290,FC น้ำยืน,S,อุบลราชธานี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000006",FC.สุรินทร์,FC291,FC ละหานทราย,S,บุรีรัมย์
"90000145",RMC Northeast,"00014248",Northeast 3,"00000006",FC.สุรินทร์,FC292,FCสุวรรณภูมิ,S,ร้อยเอ็ด
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC293,บรรพตพิสัย,S,นครสวรรค์
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC295,บางสวรรค์ 3,S,สุราษฎร์ธานี
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC296,FC ปากชม,S,เลย
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC297,ลี้ 2,S,ลำพูน
"90000143",RMC West,"00014547",West 1,"00014669",Prod.อ่างทอง,FC299,เนินพระปรางค์,S,สุพรรณบุรี
"90000142",RMC East,"00020164",East 2,"90002877",แฟรนไชส์ภาคตะวันออก 2,FC300,หนองไผ่แก้ว,S,ชลบุรี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC301,FC ขุขันธ์,S,ศรีสะเกษ
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC303,ตาคลี,S,นครสวรรค์
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC305,FC วังสามหมอ,S,อุดรธานี
"90000144",RMC North,"00014804",North 2,"00000011",CPAC Franchise ลำปาง,FC306,แจ้ห่ม,S,ลำปาง
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC307,มาบประชัน 2,S,ชลบุรี
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC308,วังสมบูรณ์,S,สระแก้ว
"90000142",RMC East,"00020164",East 2,"90002877",แฟรนไชส์ภาคตะวันออก 2,FC309,บางน้ำเปรี้ยว 2,S,ฉะเชิงเทรา
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,FC310,ชะอวด 2,S,นครศรีธรรมราช
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC313,FCวาปีปทุม,S,มหาสารคาม
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC314,FC ท่าอุเทน,S,นครพนม
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC318,FC อากาศอำนวย,S,สกลนคร
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC320,FC ประทาย,S,นครราชสีมา
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC321,FCแวงน้อย,S,ขอนแก่น
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC322,ฝาง-สันทราย,S,เชียงใหม่
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC323,ตาพระยา,S,สระแก้ว
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC324,FCนาเชือก,S,มหาสารคาม
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC325,FC เพ็ญ,S,อุดรธานี
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC326,FC หนองหิน,S,เลย
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC329,FCพยัคฆภูมิพิสัย,S,มหาสารคาม
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC330,FC ศรีสงคราม,S,นครพนม
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC331,FC หนองกุงศรี,S,กาฬสินธุ์
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC332,วังจันทร์,S,ระยอง
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC333,นครสวรรค์ ไบโอคอมเพล็ก,S,นครสวรรค์
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC334,FC บ้านม่วง,S,สกลนคร
"90000145",RMC Northeast,"00014248",Northeast 3,"00000006",FC.สุรินทร์,FC335,FCพนมไพร 2,S,ร้อยเอ็ด
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC336,FC สังคม,S,หนองคาย
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC337,FC (M) เชียงคาน,S,เลย
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC338,FC เซกา-บึงโขงหลง,S,บึงกาฬ
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC339,FC คง,S,นครราชสีมา
"90000145",RMC Northeast,"00014248",Northeast 3,"00000006",FC.สุรินทร์,FC344,FC ปะคำ,S,บุรีรัมย์
"90000144",RMC North,"00014806",North 3,"00014964",CPAC Franchise พิษณุโลก,FC347,ชาติตระการ(FC Type M),S,พิษณุโลก
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC348,เชียงดาว,S,เชียงใหม่
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC350,FCเกษตรวิสัย,S,ร้อยเอ็ด
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC351,FCโพนทอง,S,ร้อยเอ็ด
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC354,FC ด่านขุนทด,S,นครราชสีมา
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC356,นาสาร 2,S,สุราษฎร์ธานี
"90000144",RMC North,"00014804",North 2,"00000011",CPAC Franchise ลำปาง,FC357,ปง (FC Type M),S,พะเยา
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC358,FC โพนพิสัย,S,หนองคาย
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC359,FC เสิงสาง,S,นครราชสีมา
"90000144",RMC North,"00014804",North 2,"00000011",CPAC Franchise ลำปาง,FC360,วังเหนือ,S,ลำปาง
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC361,FC โพนสวรรค์,S,นครพนม
"90000144",RMC North,"00014804",North 2,"00000011",CPAC Franchise ลำปาง,FC362,เชียงม่วน (FC Type M),S,พะเยา
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC363,FC ศรีบุญเรือง,S,หนองบัวลำภู
