row_no,selected,plant_code,plant_name,material_code,material_name,source_category,contract_type,interface_type,effective_date,end_date,main_contract_no,transporter_code,transporter_name,source_code,source_name,source_plant_code,source_plant_name,quantity,distance_km,transport_vehicle,rawmat_price,transport_price,loading_price,crushing_price,gap,rebate,fuel_price_period,fuel_base_price,fuel_step_type,fuel_step,fuel_step_rate,fuel_step_count,fuel_adjust_price,transport_price_after_adjust,crushing_step_type,crushing_step,crushing_step_rate,crushing_adjust_price,crushing_price_after_adjust,due_payment,early_payment_price,total_transportation_price,total_price,market_price
49,,13B3,เปรง,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1112787,บจ.ทรายทองไพบูลย์ (2008),V000000240,บจก.มาศกร,,,35,122.0,รถเทรลเลอร์,120.0,130.54,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,122.89,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,122.89,242.89,0
50,,13B3,เปรง,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1112787,บจ.ทรายทองไพบูลย์ (2008),V000000319,ส.ทรายทอง 888,,,35,129.0,รถเทรลเลอร์,115.0,137.9,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,128.55,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,128.55,243.55,0
51,,13B3,เปรง,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1112787,บจ.ทรายทองไพบูลย์ (2008),V000000319,ส.ทรายทอง 888,,,35,129.0,รถเทรลเลอร์,115.0,137.9,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,128.55,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,128.55,243.55,0
52,,13B6,แพรกษา 2,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,160.0,,1338.39,228.0,0.0,0.0,0,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,228.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,228.0,1566.39,1694
53,,13B6,แพรกษา 2,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1322.0,ศูนย์จ่ายพระประแดง,0,20.9,,1562.58,107.0,0.0,0.0,92,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,107.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,107.0,1669.58,1694
54,,13B6,แพรกษา 2,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,153.0,,1454.0,218.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,218.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,218.0,1672.0,1694
55,,13B6,แพรกษา 2,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
56,,13B6,แพรกษา 2,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
57,,13B6,แพรกษา 2,MF1,Fly Ash (MAEMOH),สำรอง,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),85239.0,Hub PFA พระประแดง,0,20.9,,700.0,107.0,0.0,0.0,0,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,107.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,107.0,807.0,0
58,,13B6,แพรกษา 2,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,662.0,,1030.0,691.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,691.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,691.0,1721.0,0
59,,13B6,แพรกษา 2,R01,"หิน 3/4""-#4",สำรอง,สัญญาซื้อขายหินพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-15,2026-02-28,,1112787,บจ.ทรายทองไพบูลย์ (2008),002581,บจ.ศิลาสานนท์,,,30,165.0,รถเทรลเลอร์,195.0,141.33,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,2.21,-4,-8.84,132.49,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,132.49,327.49,0
60,,13B6,แพรกษา 2,R01,"หิน 3/4""-#4",สำรอง,สัญญาซื้อขายหินพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-14,,1112787,บจ.ทรายทองไพบูลย์ (2008),002581,บจ.ศิลาสานนท์,,,30,165.0,รถเทรลเลอร์,195.0,141.33,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,2.21,-4,-8.84,132.49,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,132.49,327.49,0
61,,13B6,แพรกษา 2,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-15,2026-02-28,,1112787,บจ.ทรายทองไพบูลย์ (2008),0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,30,165.0,รถเทรลเลอร์,183.19,141.33,0.0,0.0,25,0,30.05,32.05,อัตรามาตรฐาน,0,2.21,-4,-8.84,132.49,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,132.49,315.68,0
62,,13B6,แพรกษา 2,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-14,,1112787,บจ.ทรายทองไพบูลย์ (2008),0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,30,165.0,รถเทรลเลอร์,183.19,141.33,0.0,0.0,25,0,30.05,32.05,อัตรามาตรฐาน,0,2.21,-4,-8.84,132.49,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,132.49,315.68,0
63,,13B6,แพรกษา 2,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1132062,บจ.ส.เจริญทรัพย์ แมททีเรียล,V000000652,บ่อทรายบางไทร,,,30,15.0,รถเทรลเลอร์,204.0,33.0,0.0,0.0,25,0,30.05,32.55,อัตราพิเศษ,0,0.9,-5,-4.5,28.5,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,28.5,232.5,0
64,,13B6,แพรกษา 2,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1132062,บจ.ส.เจริญทรัพย์ แมททีเรียล,V000000652,บ่อทรายบางไทร,,,30,15.0,รถเทรลเลอร์,204.0,33.0,0.0,0.0,25,0,30.05,32.55,อัตราพิเศษ,0,0.9,-5,-4.5,28.5,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,28.5,232.5,0
65,,13BD,AIA รัชดา,C01,SCG Portland Cement Type I,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,121.5,,1483.0,197.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,197.0,,0.0,0.0,0.0,0.0,0,,197.0,1680.0,1694
66,,13BD,AIA รัชดา,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1322.0,ศูนย์จ่ายพระประแดง,0,121.5,,1562.58,130.0,0.0,0.0,92,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,130.0,,0.0,0.0,0.0,0.0,0,,130.0,1692.58,1694
67,,13BD,AIA รัชดา,D24,Daratard P848,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),,,0,0.0,,9.38,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,9.38,0
68,,13BD,AIA รัชดา,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
69,,13BD,AIA รัชดา,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,16.75,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,16.75,0
70,,13BD,AIA รัชดา,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
71,,13BD,AIA รัชดา,MF1,Fly Ash (MAEMOH),สำรอง,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),85239.0,Hub PFA พระประแดง,0,20.9,,1404.0,130.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,130.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,130.0,1534.0,0
72,,13BD,AIA รัชดา,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,611.1,,700.0,638.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,638.0,,0.0,0.0,0.0,0.0,0,,638.0,1338.0,0
73,,13BJ,สายไหม 2,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,110.0,,1338.39,157.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,157.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,157.0,1495.39,1694
74,,13BJ,สายไหม 2,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,112.0,,1540.0,159.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,159.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,159.0,1699.0,1694
75,,13BJ,สายไหม 2,C30,SCG Hybrid gen II,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,112.0,,1540.0,159.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,159.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,159.0,1699.0,1694
76,,13BJ,สายไหม 2,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
77,,13BJ,สายไหม 2,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
