row_no,selected,plant_code,plant_name,material_code,material_name,source_category,contract_type,interface_type,effective_date,end_date,main_contract_no,transporter_code,transporter_name,source_code,source_name,source_plant_code,source_plant_name,quantity,distance_km,transport_vehicle,rawmat_price,transport_price,loading_price,crushing_price,gap,rebate,fuel_price_period,fuel_base_price,fuel_step_type,fuel_step,fuel_step_rate,fuel_step_count,fuel_adjust_price,transport_price_after_adjust,crushing_step_type,crushing_step,crushing_step_rate,crushing_adjust_price,crushing_price_after_adjust,due_payment,early_payment_price,total_transportation_price,total_price,market_price
324,,31AP,ตลิ่งชัน,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1002362,หจก.ส.โชติพันธ์,V000000491,บ่อทรายโชคสี่ทรัพย์,,,30,49.0,รถเทรลเลอร์,130.0,78.59,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,0.52,-4,-2.08,76.51,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,76.51,206.51,0
325,,31AP,ตลิ่งชัน,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1002362,หจก.ส.โชติพันธ์,V000000621,บ่อทรายกรับใหญ่ทรายทอง,,,30,82.0,รถเทรลเลอร์,135.0,116.3,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.2,-4,-4.8,111.5,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,111.5,246.5,0
326,,31AP,ตลิ่งชัน,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1002362,หจก.ส.โชติพันธ์,V000000621,บ่อทรายกรับใหญ่ทรายทอง,,,30,82.0,รถเทรลเลอร์,135.0,116.3,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.2,-4,-4.8,111.5,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,111.5,246.5,0
327,,31AP,ตลิ่งชัน,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1002362,หจก.ส.โชติพันธ์,V000000795,ลูกพระร่วง บ่อทราย,,,30,55.0,รถเทรลเลอร์,140.0,82.5,0.0,0.0,32,0,30.05,32.05,อัตรามาตรฐาน,0,0.86,-4,-3.44,79.06,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,79.06,219.06,0
328,,31AP,ตลิ่งชัน,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1002362,หจก.ส.โชติพันธ์,V000000795,ลูกพระร่วง บ่อทราย,,,30,55.0,รถเทรลเลอร์,140.0,82.5,0.0,0.0,32,0,30.05,32.05,อัตรามาตรฐาน,0,0.86,-4,-3.44,79.06,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,79.06,219.06,0
329,,31AQ,บางขุนเทียน 2,C01,SCG Portland Cement Type I,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,151.0,,1483.0,215.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,215.0,,0.0,0.0,0.0,0.0,0,,215.0,1698.0,1694
330,,31AQ,บางขุนเทียน 2,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,165.9,,1338.39,236.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,236.0,,0.0,0.0,0.0,0.0,0,,236.0,1574.39,1694
331,,31AQ,บางขุนเทียน 2,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,151.2,,1483.0,215.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,215.0,,0.0,0.0,0.0,0.0,0,,215.0,1698.0,1694
332,,31AQ,บางขุนเทียน 2,C30,SCG Hybrid gen II,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,151.0,,1483.0,215.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,215.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,215.0,1698.0,1694
333,,31AQ,บางขุนเทียน 2,D24,Daratard P848,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),,,0,0.0,,9.45,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,9.45,0
334,,31AQ,บางขุนเทียน 2,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,109.0,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
335,,31AQ,บางขุนเทียน 2,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,17.25,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,17.25,0
336,,31AQ,บางขุนเทียน 2,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
337,,31AQ,บางขุนเทียน 2,MF1,Fly Ash (MAEMOH),สำรอง,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),85239.0,Hub PFA พระประแดง,0,20.2,,1404.0,107.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,107.0,,0.0,0.0,0.0,0.0,0,,107.0,1511.0,0
338,,31AQ,บางขุนเทียน 2,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,641.0,,1030.0,669.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,669.0,,0.0,0.0,0.0,0.0,0,,669.0,1699.0,0
339,,31AQ,บางขุนเทียน 2,MF3,Fly Ash (BLCP),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),85238.0,BLCP,0,199.8,,715.0,325.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,325.0,,0.0,0.0,0.0,0.0,0,,325.0,1040.0,0
340,,31AQ,บางขุนเทียน 2,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,143.0,,185.0,195.91,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,186.56,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.98,183.58,368.58,0
341,,31AQ,บางขุนเทียน 2,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,143.0,,185.0,195.91,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,186.56,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.98,183.58,368.58,0
342,,31AQ,บางขุนเทียน 2,R09,"หิน 3/8""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000099,เขาหินสวย,,,30,115.0,รถพ่วง,110.0,195.91,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,188.26,,0.0,0.0,0.0,0.0,2,2.39,185.87,295.87,0
343,,31AQ,บางขุนเทียน 2,R09,"หิน 3/8""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000099,เขาหินสวย,,,30,115.0,รถพ่วง,110.0,195.91,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,188.26,,0.0,0.0,0.0,0.0,2,2.39,185.87,295.87,0
344,,31AQ,บางขุนเทียน 2,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000300,บ่อทรายหนองเสือ,,,0,111.0,,120.0,165.04,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,157.39,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.22,155.17,275.17,0
345,,31AQ,บางขุนเทียน 2,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000300,บ่อทรายหนองเสือ,,,0,111.0,,120.0,165.04,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,157.39,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.22,155.17,275.17,0
346,,31AQ,บางขุนเทียน 2,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000729,บ่อทรายพนมทวน,,,0,116.0,,115.0,170.04,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,162.39,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.22,160.17,275.17,0
347,,31AQ,บางขุนเทียน 2,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000729,บ่อทรายพนมทวน,,,0,116.0,,115.0,170.04,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,162.39,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.22,160.17,275.17,0
348,,31AR,บางแค,C01,SCG Portland Cement Type I,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,146.0,,1483.0,214.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,214.0,,0.0,0.0,0.0,0.0,0,,214.0,1697.0,1694
349,,31AR,บางแค,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,135.9,,1338.39,206.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,206.0,,0.0,0.0,0.0,0.0,0,,206.0,1544.39,1694
350,,31AR,บางแค,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1322.0,ศูนย์จ่ายพระประแดง,0,30.7,,1562.58,155.0,0.0,0.0,92,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,155.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,155.0,1717.58,1694
351,,31AR,บางแค,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,145.8,,1483.0,214.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,214.0,,0.0,0.0,0.0,0.0,0,,214.0,1697.0,1694
352,,31AR,บางแค,C30,SCG Hybrid gen II,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,146.0,,1483.0,214.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,214.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,214.0,1697.0,1694
353,,31AR,บางแค,D24,Daratard P848,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),,,0,0.0,,9.45,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,9.45,0
354,,31AR,บางแค,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,109.0,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
355,,31AR,บางแค,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,17.25,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,17.25,0
356,,31AR,บางแค,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
357,,31AR,บางแค,MF1,Fly Ash (MAEMOH),สำรอง,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),85239.0,Hub PFA พระประแดง,0,30.7,,1404.0,155.0,0.0,0.0,0,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,155.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,155.0,1559.0,0
358,,31AR,บางแค,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,636.0,,1030.0,664.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,664.0,,0.0,0.0,0.0,0.0,0,,664.0,1694.0,0
359,,31AR,บางแค,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,128.0,,185.0,186.88,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,177.53,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.9,174.63,359.63,0
360,,31AR,บางแค,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,128.0,,185.0,186.88,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,177.53,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.9,174.63,359.63,0
361,,31AR,บางแค,R09,"หิน 3/8""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000099,เขาหินสวย,,,30,103.0,รถพ่วง,110.0,186.88,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,179.23,,0.0,0.0,0.0,0.0,2,2.32,176.91,286.91,0
362,,31AR,บางแค,R09,"หิน 3/8""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000099,เขาหินสวย,,,30,103.0,รถพ่วง,110.0,186.88,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,179.23,,0.0,0.0,0.0,0.0,2,2.32,176.91,286.91,0
363,,31AR,บางแค,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000300,บ่อทรายหนองเสือ,,,0,95.0,,120.0,146.3,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.2,-5,-6.0,140.3,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.09,138.21,258.21,0
364,,31AR,บางแค,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000300,บ่อทรายหนองเสือ,,,0,95.0,,120.0,146.3,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.2,-5,-6.0,140.3,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.09,138.21,258.21,0
365,,31AS,บางปลากด 3,C01,SCG Portland Cement Type I,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,166.0,,1454.0,236.0,0.0,0.0,0,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,236.0,,0.0,0.0,0.0,0.0,0,,236.0,1690.0,1694
366,,31AS,บางปลากด 3,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,162.0,,1338.39,231.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,231.0,,0.0,0.0,0.0,0.0,0,,231.0,1569.39,1694
367,,31AS,บางปลากด 3,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1322.0,ศูนย์จ่ายพระประแดง,0,13.5,,1562.58,129.0,0.0,0.0,92,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,129.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,129.0,1691.58,1694
368,,31AS,บางปลากด 3,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,165.9,,1454.0,236.0,0.0,0.0,0,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,236.0,,0.0,0.0,0.0,0.0,0,,236.0,1690.0,1694
369,,31AS,บางปลากด 3,D24,Daratard P848,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),,,0,0.0,,9.45,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,9.45,0
370,,31AS,บางปลากด 3,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,109.0,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
371,,31AS,บางปลากด 3,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,17.25,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,17.25,0
372,,31AS,บางปลากด 3,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
373,,31AS,บางปลากด 3,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,652.0,,1030.0,680.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,680.0,,0.0,0.0,0.0,0.0,0,,680.0,1710.0,0
